5|5
5.6235118353159 5.505354397931467 1.7755015682319286 3.871550799637978 9.114429604011804|9.114429604011804 3.871550799637978 1.7755015682319286 5.505354397931467 5.6235118353159
6.325287107347331 8.374835131946117 3.8525518698241887 1.649079372572374 7.974602576278592|7.974602576278592 1.649079372572374 3.8525518698241887 8.374835131946117 6.325287107347331
3.0526067121167366 2.468728109557854 0.7189968748773545 2.6066846676892697 1.0308592390143334|1.0308592390143334 2.6066846676892697 0.7189968748773545 2.468728109557854 3.0526067121167366
6.317404871503457 8.202257391344194 8.807195071186756 4.176624155200025 2.5222518330545385|2.5222518330545385 4.176624155200025 8.807195071186756 8.202257391344194 6.317404871503457
1.2878976063517344 6.805826133050701 8.86237527002545 1.3708317475514897 3.2653929820422603|3.2653929820422603 1.3708317475514897 8.86237527002545 6.805826133050701 1.2878976063517344
4.470625916397748 0.6516063779438175 0.7292988124610245 4.141905652277367 4.716779092438258|4.716779092438258 4.141905652277367 0.7292988124610245 0.6516063779438175 4.470625916397748
1.795942861884332 0.09265705637738209 9.563850727495213 1.2006959825700037 4.772750112929385|4.772750112929385 1.2006959825700037 9.563850727495213 0.09265705637738209 1.795942861884332
7.153997719749391 7.241131977279041 8.53685386949907 8.076983786799193 5.726576617928572|5.726576617928572 8.076983786799193 8.53685386949907 7.241131977279041 7.153997719749391
3.5174571234791174 8.832365631335461 6.182503090755102 5.069231039204315 0.499995562810559|0.499995562810559 5.069231039204315 6.182503090755102 8.832365631335461 3.5174571234791174
7.341721819124079 2.187448865041718 4.696873188759349 2.747155292862659 7.06507596846306|7.06507596846306 2.747155292862659 4.696873188759349 2.187448865041718 7.341721819124079
2.5591671447863797 2.168605798599893 8.149774131519834 4.26655770473337 3.1476239286546406|3.1476239286546406 4.26655770473337 8.149774131519834 2.168605798599893 2.5591671447863797
9.176992406482018 1.3675211787698882 6.734144243455105 3.886948616499647 4.481899520398991|4.481899520398991 3.886948616499647 6.734144243455105 1.3675211787698882 9.176992406482018
6.275235185848259 4.1835826091620305 7.3091067417735225 3.5949455624998548 8.858105787919515|8.858105787919515 3.5949455624998548 7.3091067417735225 4.1835826091620305 6.275235185848259
6.724968358735088 8.340467166261682 1.3755144174976897 9.855994111119998 5.501871672921306|5.501871672921306 9.855994111119998 1.3755144174976897 8.340467166261682 6.724968358735088
5.072604881165811 3.641095578037361 8.395152785133416 7.626229680649733 2.725900307730229|2.725900307730229 7.626229680649733 8.395152785133416 3.641095578037361 5.072604881165811
0.47906687505953394 4.875133159364095 6.160381904308572 5.432759389534335 8.658913256911202|8.658913256911202 5.432759389534335 6.160381904308572 4.875133159364095 0.47906687505953394
9.347255440133003 6.673603954776635 6.777397483652293 7.917266277316116 4.656602668332432|4.656602668332432 7.917266277316116 6.777397483652293 6.673603954776635 9.347255440133003
8.564324640380317 2.590397563102985 7.6704685057662285 7.2216603870742855 7.923877283914605|7.923877283914605 7.2216603870742855 7.6704685057662285 2.590397563102985 8.564324640380317
5.364067908829634 5.8172203486760115 6.480423868451856 1.0591295809323709 8.081889950069513|8.081889950069513 1.0591295809323709 6.480423868451856 5.8172203486760115 5.364067908829634
6.461293219695677 1.8007269763937406 5.232737046034716 3.0532857081206934 6.607177935590004|6.607177935590004 3.0532857081206934 5.232737046034716 1.8007269763937406 6.461293219695677
1.1630371380312043 2.6140562313580586 4.382179727385626 4.395361967980435 8.072442475264758|8.072442475264758 4.395361967980435 4.382179727385626 2.6140562313580586 1.1630371380312043
3.3905002324632036 5.641616883909428 2.293782010814376 6.465135418892514 4.755618391443378|4.755618391443378 6.465135418892514 2.293782010814376 5.641616883909428 3.3905002324632036
7.393188249551733 5.572730820221818 6.71725255588676 1.1902645961799796 2.2193245452133556|2.2193245452133556 1.1902645961799796 6.71725255588676 5.572730820221818 7.393188249551733
0.4704105380718282 6.109285964811892 4.077294975109194 4.1324621408609215 3.8817595325329823|3.8817595325329823 4.1324621408609215 4.077294975109194 6.109285964811892 0.4704105380718282
6.495048743452333 5.317750755159841 9.268395127859673 5.139952312096479 6.778823566255601|6.778823566255601 5.139952312096479 9.268395127859673 5.317750755159841 6.495048743452333
3.558777710179577 3.6155994594301943 0.9342623204874534 9.701365106418159 8.22685047919898|8.22685047919898 9.701365106418159 0.9342623204874534 3.6155994594301943 3.558777710179577
6.971771109810288 7.402234776450516 8.21732297195782 8.920942203619433 0.45484465128410756|0.45484465128410756 8.920942203619433 8.21732297195782 7.402234776450516 6.971771109810288
8.925004145930057 6.368329418913761 9.840542087298607 2.7798316402767487 1.7882256543545083|1.7882256543545083 2.7798316402767487 9.840542087298607 6.368329418913761 8.925004145930057
7.260678859286255 1.7725128753242725 3.9486890578788425 5.1065657770671615 7.3960570347813315|7.3960570347813315 5.1065657770671615 3.9486890578788425 1.7725128753242725 7.260678859286255
0.05525862202854892 1.654216292700621 8.704606335694375 8.704114499607924 8.852333100374384|8.852333100374384 8.704114499607924 8.704606335694375 1.654216292700621 0.05525862202854892
1.8189073832066027 0.11776350196452734 6.649254453419765 1.8920060295696584 2.9851403956141387|2.9851403956141387 1.8920060295696584 6.649254453419765 0.11776350196452734 1.8189073832066027
0.6606482732061691 2.5759822476832306 6.174349592986904 7.499723241960466 2.282545483438043|2.282545483438043 7.499723241960466 6.174349592986904 2.5759822476832306 0.6606482732061691
3.6336646693405616 6.225115953802428 3.97822732981457 8.867429490940156 4.321691306424062|4.321691306424062 8.867429490940156 3.97822732981457 6.225115953802428 3.6336646693405616
5.512926325717955 4.280361243764136 3.769623862165022 5.7152087585524285 9.820238661084776|9.820238661084776 5.7152087585524285 3.769623862165022 4.280361243764136 5.512926325717955
0.3539371620468734 5.594691945127746 5.667547295909431 2.811714791707667 2.7561246010880347|2.7561246010880347 2.811714791707667 5.667547295909431 5.594691945127746 0.3539371620468734
5.3609045919345 1.609153706543922 7.345158224451773 6.559163453807067 9.795546077797713|9.795546077797713 6.559163453807067 7.345158224451773 1.609153706543922 5.3609045919345
2.709830158182447 5.891920657936058 0.10200580187435082 6.473034319704915 9.8838296034551|9.8838296034551 6.473034319704915 0.10200580187435082 5.891920657936058 2.709830158182447
8.805359236596743 2.803423942820147 1.019088934014717 9.088895521746172 1.6976583011182356|1.6976583011182356 9.088895521746172 1.019088934014717 2.803423942820147 8.805359236596743
3.972357284792305 2.680178293190074 1.8979594140912215 9.952746158203281 6.646099933277125|6.646099933277125 9.952746158203281 1.8979594140912215 2.680178293190074 3.972357284792305
6.376634506067341 9.9287204413226 0.6138757135361328 9.629794953958523 8.587792383603938|8.587792383603938 9.629794953958523 0.6138757135361328 9.9287204413226 6.376634506067341
5.560700210370695 9.489553193930448 5.48903678722581 8.70189503878918 4.423775943615765|4.423775943615765 8.70189503878918 5.48903678722581 9.489553193930448 5.560700210370695
1.7652923973237078 5.472949245271648 7.628997823546781 0.7916188497235432 5.86340980298549|5.86340980298549 0.7916188497235432 7.628997823546781 5.472949245271648 1.7652923973237078
0.9575441917877647 5.040021173468434 7.864651257632563 5.291099467599274 2.3416662633878396|2.3416662633878396 5.291099467599274 7.864651257632563 5.040021173468434 0.9575441917877647
9.463015758880625 6.9287044946303045 5.095689709707694 9.450871002329887 5.737348964407304|5.737348964407304 9.450871002329887 5.095689709707694 6.9287044946303045 9.463015758880625
7.634944484345382 9.368668281087198 7.041101422736845 9.942452537723499 1.3411718230306136|1.3411718230306136 9.942452537723499 7.041101422736845 9.368668281087198 7.634944484345382
7.04934384778491 0.6984409905747957 0.04996933337254483 5.257732522895873 5.284552148628362|5.284552148628362 5.257732522895873 0.04996933337254483 0.6984409905747957 7.04934384778491
8.197626961076214 7.708150488935731 3.352054004513848 1.4073535982574747 0.038136129757005977|0.038136129757005977 1.4073535982574747 3.352054004513848 7.708150488935731 8.197626961076214
0.7501719493774683 2.0459796720645995 7.255886001039099 5.065463880427041 3.9726311210306218|3.9726311210306218 5.065463880427041 7.255886001039099 2.0459796720645995 0.7501719493774683
2.816872621406823 5.00641416377107 0.6703777034367042 8.830603291378548 0.7663174438641696|0.7663174438641696 8.830603291378548 0.6703777034367042 5.00641416377107 2.816872621406823
1.579670882806954 3.1853278354000327 3.3676369516970297 4.21496545012345 4.0053223173065|4.0053223173065 4.21496545012345 3.3676369516970297 3.1853278354000327 1.579670882806954
4.805169924499505 2.3941000552479363 1.1734341819280758 3.592415899638326 1.5181584945901094|1.5181584945901094 3.592415899638326 1.1734341819280758 2.3941000552479363 4.805169924499505
0.33107243796789976 4.017473175699585 8.226303555400836 3.094464014910565 4.545863959415406|4.545863959415406 3.094464014910565 8.226303555400836 4.017473175699585 0.33107243796789976
4.956241351286885 6.180908462223683 5.349989162765867 5.780114830913376 4.003093769316621|4.003093769316621 5.780114830913376 5.349989162765867 6.180908462223683 4.956241351286885
3.0680100909803465 5.978817399975971 3.7075955911561076 4.69799945493812 5.057106783546713|5.057106783546713 4.69799945493812 3.7075955911561076 5.978817399975971 3.0680100909803465
0.2422065115664307 4.389264805321744 2.035461706387639 8.70938216764057 8.26200412857775|8.26200412857775 8.70938216764057 2.035461706387639 4.389264805321744 0.2422065115664307
0.5115001802777763 8.373741478527894 1.4056252084074206 5.430706628214706 0.1991515124427301|0.1991515124427301 5.430706628214706 1.4056252084074206 8.373741478527894 0.5115001802777763
5.257923302015914 9.754047384089603 3.0910802272253077 3.6901929953295287 6.59725130620099|6.59725130620099 3.6901929953295287 3.0910802272253077 9.754047384089603 5.257923302015914
5.977577937529578 4.297750497920835 2.964357435996512 7.255426806290175 5.222612418591069|5.222612418591069 7.255426806290175 2.964357435996512 4.297750497920835 5.977577937529578
5.175644822511537 4.603853890391947 0.14873029249598102 3.381507545317737 8.02617942607601|8.02617942607601 3.381507545317737 0.14873029249598102 4.603853890391947 5.175644822511537
6.964072497917986 6.899853236021412 7.82040328287707 3.128335459624622 0.2516148956838882|0.2516148956838882 3.128335459624622 7.82040328287707 6.899853236021412 6.964072497917986
7.817751258132871 2.3288633289053404 5.577439248151599 9.990261631232167 2.0317533511112673|2.0317533511112673 9.990261631232167 5.577439248151599 2.3288633289053404 7.817751258132871
5.408569516191996 6.232509274694613 4.832968875213108 3.413255803141441 4.3171046423578225|4.3171046423578225 3.413255803141441 4.832968875213108 6.232509274694613 5.408569516191996
3.6285650571525405 2.077502194898604 5.057053381804277 2.2146378326753533 1.1808138101140297|1.1808138101140297 2.2146378326753533 5.057053381804277 2.077502194898604 3.6285650571525405
0.3575722179012686 9.592525018170132 4.410887705979501 9.343992722162536 5.020708398801606|5.020708398801606 9.343992722162536 4.410887705979501 9.592525018170132 0.3575722179012686
4.4544784891273554 6.555309967753228 0.74943398981272 3.263047876294558 1.531690162269712|1.531690162269712 3.263047876294558 0.74943398981272 6.555309967753228 4.4544784891273554
8.984880654834463 8.718774359415892 4.873678377780989 7.059502458953551 4.588831455044954|4.588831455044954 7.059502458953551 4.873678377780989 8.718774359415892 8.984880654834463
7.24483698833097 1.9116059005742592 7.315475157982697 1.2200699806836135 2.129599990396919|2.129599990396919 1.2200699806836135 7.315475157982697 1.9116059005742592 7.24483698833097
3.451586052730814 0.8143761920904979 3.4097782696489096 7.879148267598434 1.072454955331622|1.072454955331622 7.879148267598434 3.4097782696489096 0.8143761920904979 3.451586052730814
8.196683759445788 0.9443852087346616 7.8029420885680745 1.4074279757863895 8.524920033371883|8.524920033371883 1.4074279757863895 7.8029420885680745 0.9443852087346616 8.196683759445788
2.972089254676462 0.2306811530654762 9.460440286562463 9.319064641711334 5.072543478647309|5.072543478647309 9.319064641711334 9.460440286562463 0.2306811530654762 2.972089254676462
6.1595637007129795 7.595359216613398 7.506756897287011 1.198775918312509 2.1498202031862523|2.1498202031862523 1.198775918312509 7.506756897287011 7.595359216613398 6.1595637007129795
1.7308841010989806 9.89657440052955 1.1559681721616455 7.978503351278691 2.7704330149692344|2.7704330149692344 7.978503351278691 1.1559681721616455 9.89657440052955 1.7308841010989806
7.4996784277819355 9.728391387314705 3.1756116508200014 0.4981162994500832 8.180595061600972|8.180595061600972 0.4981162994500832 3.1756116508200014 9.728391387314705 7.4996784277819355
4.948045644991909 1.3039145058422508 5.953261117128666 1.2774093588668944 9.524374975342722|9.524374975342722 1.2774093588668944 5.953261117128666 1.3039145058422508 4.948045644991909
5.705978531687034 0.38237636859103086 9.949061422124652 8.644494106901764 8.197575824134356|8.197575824134356 8.644494106901764 9.949061422124652 0.38237636859103086 5.705978531687034
8.405626246381086 5.372084664241426 5.768954982809928 8.092459217736966 3.4230655869699356|3.4230655869699356 8.092459217736966 5.768954982809928 5.372084664241426 8.405626246381086
4.435728582601438 5.792253621515291 7.603830268788158 2.72869652289352 6.919760118460257|6.919760118460257 2.72869652289352 7.603830268788158 5.792253621515291 4.435728582601438
6.222823482550288 1.5937045555204965 7.812958999961035 9.63296245116303 0.5347472388000596|0.5347472388000596 9.63296245116303 7.812958999961035 1.5937045555204965 6.222823482550288
7.97983449522291 1.20905161910411 3.723121071596357 7.48621520594294 9.546743029668058|9.546743029668058 7.48621520594294 3.723121071596357 1.20905161910411 7.97983449522291
